Admission No,Student Name,Class,Term,Year,Subject,Score,Grade,Class Rank,Teacher Comment
ADM-1034,Alice Metto,Grade 1 A,Term 1,2026,Kiswahili,52,C,33,Very good performance. Focus on the few weak areas.
ADM-1034,Alice Metto,Grade 1 A,Term 1,2026,Mathematics,46,C-,34,Excellent work. Keep it up!
ADM-1034,Alice Metto,Grade 1 A,Term 1,2026,Environmental Activities,57,C+,30,Good effort. Can improve with more practice.
ADM-1034,Alice Metto,Grade 1 A,Term 1,2026,Religious Education,57,C+,28,Steady progress. Do more revision.
ADM-1034,Alice Metto,Grade 1 A,Term 1,2026,Creative Activities,71,B+,19,Excellent work. Keep it up!
ADM-1034,Alice Metto,Grade 1 A,Term 1,2026,Physical & Health Education,48,C-,33,Steady progress. Do more revision.
ADM-1035,Maureen Muthoka,Grade 1 B,Term 1,2026,English,75,A-,8,Excellent work. Keep it up!
ADM-1035,Maureen Muthoka,Grade 1 B,Term 1,2026,Kiswahili,72,B+,14,Very good performance. Focus on the few weak areas.
ADM-1035,Maureen Muthoka,Grade 1 B,Term 1,2026,Mathematics,75,A-,12,Very good performance. Focus on the few weak areas.
ADM-1035,Maureen Muthoka,Grade 1 B,Term 1,2026,Environmental Activities,67,B,14,Average. Put more effort into homework.
ADM-1035,Maureen Muthoka,Grade 1 B,Term 1,2026,Religious Education,72,B+,13,Good effort. Can improve with more practice.
ADM-1035,Maureen Muthoka,Grade 1 B,Term 1,2026,Creative Activities,73,B+,17,Good effort. Can improve with more practice.
ADM-1035,Maureen Muthoka,Grade 1 B,Term 1,2026,Physical & Health Education,91,A,3,Satisfactory. Needs consistent practice.
ADM-1036,Alice Abdi,Grade 1 B,Term 1,2026,English,93,A,4,Good effort. Can improve with more practice.
ADM-1036,Alice Abdi,Grade 1 B,Term 1,2026,Kiswahili,96,A,1,Excellent work. Keep it up!
ADM-1036,Alice Abdi,Grade 1 B,Term 1,2026,Mathematics,89,A,4,Very good performance. Focus on the few weak areas.
ADM-1036,Alice Abdi,Grade 1 B,Term 1,2026,Environmental Activities,88,A,2,Excellent work. Keep it up!
ADM-1036,Alice Abdi,Grade 1 B,Term 1,2026,Religious Education,86,A,4,Excellent work. Keep it up!
ADM-1036,Alice Abdi,Grade 1 B,Term 1,2026,Creative Activities,96,A,1,Performs well under guidance. Keep practising.
ADM-1036,Alice Abdi,Grade 1 B,Term 1,2026,Physical & Health Education,93,A,2,Excellent work. Keep it up!
ADM-1037,Kipchoge Akoth,Grade 1 B,Term 1,2026,English,53,C,27,Average. Put more effort into homework.
ADM-1037,Kipchoge Akoth,Grade 1 B,Term 1,2026,Kiswahili,58,C+,27,Satisfactory. Needs consistent practice.
ADM-1037,Kipchoge Akoth,Grade 1 B,Term 1,2026,Mathematics,52,C,29,Average. Put more effort into homework.
ADM-1037,Kipchoge Akoth,Grade 1 B,Term 1,2026,Environmental Activities,66,B,16,Good effort. Can improve with more practice.
ADM-1037,Kipchoge Akoth,Grade 1 B,Term 1,2026,Religious Education,61,B-,25,Satisfactory. Needs consistent practice.
ADM-1037,Kipchoge Akoth,Grade 1 B,Term 1,2026,Creative Activities,63,B-,22,Very good performance. Focus on the few weak areas.
ADM-1037,Kipchoge Akoth,Grade 1 B,Term 1,2026,Physical & Health Education,76,A-,12,Excellent work. Keep it up!
ADM-1038,Abigail Yusuf,Grade 1 B,Term 1,2026,English,40,D+,32,Homework not done regularly.
ADM-1038,Abigail Yusuf,Grade 1 B,Term 1,2026,Kiswahili,53,C,31,Good effort. Can improve with more practice.
ADM-1038,Abigail Yusuf,Grade 1 B,Term 1,2026,Mathematics,60,B-,24,Average. Put more effort into homework.
ADM-1038,Abigail Yusuf,Grade 1 B,Term 1,2026,Environmental Activities,54,C,29,Excellent work. Keep it up!
ADM-1038,Abigail Yusuf,Grade 1 B,Term 1,2026,Religious Education,44,D+,31,Lacks interest; encourage reading at home.
ADM-1038,Abigail Yusuf,Grade 1 B,Term 1,2026,Creative Activities,54,C,30,Good effort. Can improve with more practice.
ADM-1038,Abigail Yusuf,Grade 1 B,Term 1,2026,Physical & Health Education,61,B-,28,Steady progress. Do more revision.
ADM-1039,Peter Choge,Grade 1 B,Term 1,2026,English,74,B+,11,Steady progress. Do more revision.
ADM-1039,Peter Choge,Grade 1 B,Term 1,2026,Kiswahili,79,A-,10,Average. Put more effort into homework.
ADM-1039,Peter Choge,Grade 1 B,Term 1,2026,Mathematics,83,A,7,Shows understanding of key concepts.
ADM-1039,Peter Choge,Grade 1 B,Term 1,2026,Environmental Activities,66,B,17,Very good performance. Focus on the few weak areas.
ADM-1039,Peter Choge,Grade 1 B,Term 1,2026,Religious Education,65,B,18,Excellent work. Keep it up!
ADM-1039,Peter Choge,Grade 1 B,Term 1,2026,Creative Activities,69,B,20,Satisfactory. Needs consistent practice.
ADM-1039,Peter Choge,Grade 1 B,Term 1,2026,Physical & Health Education,75,A-,13,Needs significant improvement. Revise earlier topics.
ADM-1040,Joshua Nzioka,Grade 1 B,Term 1,2026,English,62,B-,21,Steady progress. Do more revision.
ADM-1040,Joshua Nzioka,Grade 1 B,Term 1,2026,Kiswahili,73,B+,13,Good effort. Can improve with more practice.
ADM-1040,Joshua Nzioka,Grade 1 B,Term 1,2026,Mathematics,56,C+,26,Average. Put more effort into homework.
ADM-1040,Joshua Nzioka,Grade 1 B,Term 1,2026,Environmental Activities,65,B,18,Satisfactory. Needs consistent practice.
ADM-1040,Joshua Nzioka,Grade 1 B,Term 1,2026,Religious Education,62,B-,23,Satisfactory. Needs consistent practice.
ADM-1040,Joshua Nzioka,Grade 1 B,Term 1,2026,Creative Activities,62,B-,24,Satisfactory. Needs consistent practice.
ADM-1040,Joshua Nzioka,Grade 1 B,Term 1,2026,Physical & Health Education,67,B,21,Good effort. Can improve with more practice.
ADM-1041,Winnie Suleiman,Grade 1 B,Term 1,2026,English,62,B-,22,Very good performance. Focus on the few weak areas.
ADM-1041,Winnie Suleiman,Grade 1 B,Term 1,2026,Kiswahili,82,A,7,Satisfactory. Needs consistent practice.
ADM-1041,Winnie Suleiman,Grade 1 B,Term 1,2026,Mathematics,66,B,20,Good effort. Can improve with more practice.
ADM-1041,Winnie Suleiman,Grade 1 B,Term 1,2026,Environmental Activities,65,B,19,Steady progress. Do more revision.
ADM-1041,Winnie Suleiman,Grade 1 B,Term 1,2026,Religious Education,70,B+,15,Steady progress. Do more revision.
ADM-1041,Winnie Suleiman,Grade 1 B,Term 1,2026,Creative Activities,77,A-,10,Excellent work. Keep it up!
ADM-1041,Winnie Suleiman,Grade 1 B,Term 1,2026,Physical & Health Education,65,B,23,Very good performance. Focus on the few weak areas.
ADM-1042,John Pekeri,Grade 1 B,Term 1,2026,English,ABS,ABS,,Absent for the examination.
ADM-1042,John Pekeri,Grade 1 B,Term 1,2026,Kiswahili,74,B+,12,Steady progress. Do more revision.
ADM-1042,John Pekeri,Grade 1 B,Term 1,2026,Mathematics,80,A,9,Excellent work. Keep it up!
ADM-1042,John Pekeri,Grade 1 B,Term 1,2026,Environmental Activities,68,B,12,Satisfactory. Needs consistent practice.
ADM-1042,John Pekeri,Grade 1 B,Term 1,2026,Religious Education,72,B+,14,Excellent work. Keep it up!
ADM-1042,John Pekeri,Grade 1 B,Term 1,2026,Creative Activities,76,A-,13,Very good performance. Focus on the few weak areas.
ADM-1042,John Pekeri,Grade 1 B,Term 1,2026,Physical & Health Education,65,B,24,Good effort. Can improve with more practice.
ADM-1043,Judith Njuguna,Grade 1 B,Term 1,2026,English,54,C,26,Good effort. Can improve with more practice.
ADM-1043,Judith Njuguna,Grade 1 B,Term 1,2026,Kiswahili,37,D,33,Lacks interest; encourage reading at home.
ADM-1043,Judith Njuguna,Grade 1 B,Term 1,2026,Mathematics,51,C,30,Good effort. Can improve with more practice.
ADM-1043,Judith Njuguna,Grade 1 B,Term 1,2026,Environmental Activities,55,C+,27,Average. Put more effort into homework.
ADM-1043,Judith Njuguna,Grade 1 B,Term 1,2026,Religious Education,51,C,30,Satisfactory. Needs consistent practice.
ADM-1043,Judith Njuguna,Grade 1 B,Term 1,2026,Creative Activities,48,C-,32,Very good performance. Focus on the few weak areas.
ADM-1043,Judith Njuguna,Grade 1 B,Term 1,2026,Physical & Health Education,40,D+,32,Careless mistakes in simple calculations. Slow down.
ADM-1044,Joyce Mutoro,Grade 1 B,Term 1,2026,English,63,B-,18,Excellent work. Keep it up!
ADM-1044,Joyce Mutoro,Grade 1 B,Term 1,2026,Kiswahili,70,B+,15,Excellent work. Keep it up!
ADM-1044,Joyce Mutoro,Grade 1 B,Term 1,2026,Mathematics,49,C-,31,Very good performance. Focus on the few weak areas.
ADM-1044,Joyce Mutoro,Grade 1 B,Term 1,2026,Environmental Activities,61,B-,22,Satisfactory. Needs consistent practice.
ADM-1044,Joyce Mutoro,Grade 1 B,Term 1,2026,Religious Education,63,B-,21,Good effort. Can improve with more practice.
ADM-1044,Joyce Mutoro,Grade 1 B,Term 1,2026,Creative Activities,72,B+,18,Satisfactory. Needs consistent practice.
ADM-1044,Joyce Mutoro,Grade 1 B,Term 1,2026,Physical & Health Education,63,B-,27,Very good performance. Focus on the few weak areas.
ADM-1045,Yvonne Choge,Grade 1 B,Term 1,2026,English,52,C,28,Steady progress. Do more revision.
ADM-1045,Yvonne Choge,Grade 1 B,Term 1,2026,Kiswahili,50,C,32,Steady progress. Do more revision.
ADM-1045,Yvonne Choge,Grade 1 B,Term 1,2026,Mathematics,42,D+,33,Struggles with this subject. Seek remedial help.
ADM-1045,Yvonne Choge,Grade 1 B,Term 1,2026,Environmental Activities,48,C-,32,Very good performance. Focus on the few weak areas.
ADM-1045,Yvonne Choge,Grade 1 B,Term 1,2026,Religious Education,44,D+,32,Needs to complete assignments on time.
ADM-1045,Yvonne Choge,Grade 1 B,Term 1,2026,Creative Activities,58,C+,27,Satisfactory. Needs consistent practice.
ADM-1045,Yvonne Choge,Grade 1 B,Term 1,2026,Physical & Health Education,40,D+,33,Careless mistakes in simple calculations. Slow down.
ADM-1046,Timothy Khisa,Grade 1 B,Term 1,2026,English,95,A,2,Excellent work. Keep it up!
ADM-1046,Timothy Khisa,Grade 1 B,Term 1,2026,Kiswahili,93,A,3,Excellent work. Keep it up!
ADM-1046,Timothy Khisa,Grade 1 B,Term 1,2026,Mathematics,92,A,2,Excellent work. Keep it up!
ADM-1046,Timothy Khisa,Grade 1 B,Term 1,2026,Environmental Activities,84,A,3,Below average. Extra tuition recommended.
ADM-1046,Timothy Khisa,Grade 1 B,Term 1,2026,Religious Education,84,A,6,Steady progress. Do more revision.
ADM-1046,Timothy Khisa,Grade 1 B,Term 1,2026,Creative Activities,82,A,5,Satisfactory. Needs consistent practice.
ADM-1046,Timothy Khisa,Grade 1 B,Term 1,2026,Physical & Health Education,75,A-,14,Very good performance. Focus on the few weak areas.
ADM-1047,Charles Njeru,Grade 1 B,Term 1,2026,English,63,B-,19,Satisfactory. Needs consistent practice.
ADM-1047,Charles Njeru,Grade 1 B,Term 1,2026,Kiswahili,68,B,20,Steady progress. Do more revision.
ADM-1047,Charles Njeru,Grade 1 B,Term 1,2026,Mathematics,74,B+,13,Satisfactory. Needs consistent practice.
ADM-1047,Charles Njeru,Grade 1 B,Term 1,2026,Environmental Activities,56,C+,26,Excellent work. Keep it up!
ADM-1047,Charles Njeru,Grade 1 B,Term 1,2026,Religious Education,79,A-,11,Performs well under guidance. Keep practising.
ADM-1047,Charles Njeru,Grade 1 B,Term 1,2026,Creative Activities,72,B+,19,Excellent work. Keep it up!
ADM-1047,Charles Njeru,Grade 1 B,Term 1,2026,Physical & Health Education,69,B,18,Good effort. Can improve with more practice.
ADM-1048,Vincent Wamalwa,Grade 1 B,Term 1,2026,English,59,C+,25,Satisfactory. Needs consistent practice.
ADM-1048,Vincent Wamalwa,Grade 1 B,Term 1,2026,Kiswahili,60,B-,25,Steady progress. Do more revision.
ADM-1048,Vincent Wamalwa,Grade 1 B,Term 1,2026,Mathematics,73,B+,15,Average. Put more effort into homework.
ADM-1048,Vincent Wamalwa,Grade 1 B,Term 1,2026,Environmental Activities,78,A-,7,Shows understanding of key concepts.
ADM-1048,Vincent Wamalwa,Grade 1 B,Term 1,2026,Religious Education,65,B,19,Satisfactory. Needs consistent practice.
ADM-1048,Vincent Wamalwa,Grade 1 B,Term 1,2026,Creative Activities,79,A-,9,Excellent work. Keep it up!
ADM-1048,Vincent Wamalwa,Grade 1 B,Term 1,2026,Physical & Health Education,64,B-,25,Excellent work. Keep it up!
ADM-1049,Isaac Mwirigi,Grade 1 B,Term 1,2026,English,70,B+,15,Steady progress. Do more revision.
ADM-1049,Isaac Mwirigi,Grade 1 B,Term 1,2026,Kiswahili,66,B,21,Steady progress. Do more revision.
ADM-1049,Isaac Mwirigi,Grade 1 B,Term 1,2026,Mathematics,69,B,17,Excellent work. Keep it up!
ADM-1049,Isaac Mwirigi,Grade 1 B,Term 1,2026,Environmental Activities,82,A,4,Average. Put more effort into homework.
ADM-1049,Isaac Mwirigi,Grade 1 B,Term 1,2026,Religious Education,63,B-,22,Average. Put more effort into homework.
ADM-1049,Isaac Mwirigi,Grade 1 B,Term 1,2026,Creative Activities,75,A-,15,Satisfactory. Needs consistent practice.
ADM-1049,Isaac Mwirigi,Grade 1 B,Term 1,2026,Physical & Health Education,64,B-,26,Satisfactory. Needs consistent practice.
ADM-1050,David Kaelo,Grade 1 B,Term 1,2026,English,63,B-,20,Average. Put more effort into homework.
ADM-1050,David Kaelo,Grade 1 B,Term 1,2026,Kiswahili,58,C+,28,Excellent work. Keep it up!
ADM-1050,David Kaelo,Grade 1 B,Term 1,2026,Mathematics,54,C,28,Excellent work. Keep it up!
ADM-1050,David Kaelo,Grade 1 B,Term 1,2026,Environmental Activities,45,C-,33,Average. Put more effort into homework.
ADM-1050,David Kaelo,Grade 1 B,Term 1,2026,Religious Education,52,C,29,Steady progress. Do more revision.
ADM-1050,David Kaelo,Grade 1 B,Term 1,2026,Creative Activities,57,C+,28,Excellent work. Keep it up!
ADM-1050,David Kaelo,Grade 1 B,Term 1,2026,Physical & Health Education,53,C,30,Excellent work. Keep it up!
ADM-1051,Purity Kioko,Grade 1 B,Term 1,2026,English,94,A,3,Shows understanding of key concepts.
ADM-1051,Purity Kioko,Grade 1 B,Term 1,2026,Kiswahili,81,A,8,Satisfactory. Needs consistent practice.
ADM-1051,Purity Kioko,Grade 1 B,Term 1,2026,Mathematics,68,B,18,Excellent work. Keep it up!
ADM-1051,Purity Kioko,Grade 1 B,Term 1,2026,Environmental Activities,73,B+,10,Very good performance. Focus on the few weak areas.
ADM-1051,Purity Kioko,Grade 1 B,Term 1,2026,Religious Education,84,A,7,Performs well under guidance. Keep practising.
ADM-1051,Purity Kioko,Grade 1 B,Term 1,2026,Creative Activities,94,A,2,Performs well under guidance. Keep practising.
ADM-1051,Purity Kioko,Grade 1 B,Term 1,2026,Physical & Health Education,80,A,9,Needs significant improvement. Revise earlier topics.
ADM-1052,Thomas Korir,Grade 1 B,Term 1,2026,English,68,B,16,Excellent work. Keep it up!
ADM-1052,Thomas Korir,Grade 1 B,Term 1,2026,Kiswahili,64,B-,23,Steady progress. Do more revision.
ADM-1052,Thomas Korir,Grade 1 B,Term 1,2026,Mathematics,83,A,8,Performs well under guidance. Keep practising.
ADM-1052,Thomas Korir,Grade 1 B,Term 1,2026,Environmental Activities,80,A,5,Steady progress. Do more revision.
ADM-1052,Thomas Korir,Grade 1 B,Term 1,2026,Religious Education,84,A,8,Excellent work. Keep it up!
ADM-1052,Thomas Korir,Grade 1 B,Term 1,2026,Creative Activities,63,B-,23,Very good performance. Focus on the few weak areas.
ADM-1052,Thomas Korir,Grade 1 B,Term 1,2026,Physical & Health Education,71,B+,15,Steady progress. Do more revision.
ADM-1053,Zachary Omollo,Grade 1 B,Term 1,2026,English,42,D+,31,Frequent absenteeism is affecting performance.
ADM-1053,Zachary Omollo,Grade 1 B,Term 1,2026,Kiswahili,56,C+,29,Satisfactory. Needs consistent practice.
ADM-1053,Zachary Omollo,Grade 1 B,Term 1,2026,Mathematics,72,B+,16,Excellent work. Keep it up!
ADM-1053,Zachary Omollo,Grade 1 B,Term 1,2026,Environmental Activities,54,C,30,Average. Put more effort into homework.
ADM-1053,Zachary Omollo,Grade 1 B,Term 1,2026,Religious Education,56,C+,27,Very good performance. Focus on the few weak areas.
ADM-1053,Zachary Omollo,Grade 1 B,Term 1,2026,Creative Activities,50,C,31,Satisfactory. Needs consistent practice.
ADM-1053,Zachary Omollo,Grade 1 B,Term 1,2026,Physical & Health Education,68,B,19,Steady progress. Do more revision.
ADM-1054,Sharon Kombo,Grade 1 B,Term 1,2026,English,75,A-,9,Satisfactory. Needs consistent practice.
ADM-1054,Sharon Kombo,Grade 1 B,Term 1,2026,Kiswahili,78,A-,11,Good effort. Can improve with more practice.
ADM-1054,Sharon Kombo,Grade 1 B,Term 1,2026,Mathematics,76,A-,11,Below average. Extra tuition recommended.
ADM-1054,Sharon Kombo,Grade 1 B,Term 1,2026,Environmental Activities,67,B,15,Average. Put more effort into homework.
ADM-1054,Sharon Kombo,Grade 1 B,Term 1,2026,Religious Education,82,A,10,Satisfactory. Needs consistent practice.
ADM-1054,Sharon Kombo,Grade 1 B,Term 1,2026,Creative Activities,82,A,6,Excellent work. Keep it up!
ADM-1054,Sharon Kombo,Grade 1 B,Term 1,2026,Physical & Health Education,70,B+,17,Excellent work. Keep it up!
ADM-1055,Luke Bunoro,Grade 1 B,Term 1,2026,English,71,B+,13,Very good performance. Focus on the few weak areas.
ADM-1055,Luke Bunoro,Grade 1 B,Term 1,2026,Kiswahili,65,B,22,Good effort. Can improve with more practice.
ADM-1055,Luke Bunoro,Grade 1 B,Term 1,2026,Mathematics,84,A,6,Average. Put more effort into homework.
ADM-1055,Luke Bunoro,Grade 1 B,Term 1,2026,Environmental Activities,54,C,31,Satisfactory. Needs consistent practice.
ADM-1055,Luke Bunoro,Grade 1 B,Term 1,2026,Religious Education,66,B,16,Good effort. Can improve with more practice.
ADM-1055,Luke Bunoro,Grade 1 B,Term 1,2026,Creative Activities,77,A-,11,Very good performance. Focus on the few weak areas.
ADM-1055,Luke Bunoro,Grade 1 B,Term 1,2026,Physical & Health Education,82,A,6,Very good performance. Focus on the few weak areas.
ADM-1056,Dorcas Nassor,Grade 1 B,Term 1,2026,English,79,A-,6,Needs significant improvement. Revise earlier topics.
ADM-1056,Dorcas Nassor,Grade 1 B,Term 1,2026,Kiswahili,85,A,6,Very good performance. Focus on the few weak areas.
ADM-1056,Dorcas Nassor,Grade 1 B,Term 1,2026,Mathematics,93,A,1,Very good performance. Focus on the few weak areas.
ADM-1056,Dorcas Nassor,Grade 1 B,Term 1,2026,Environmental Activities,76,A-,8,Average. Put more effort into homework.
ADM-1056,Dorcas Nassor,Grade 1 B,Term 1,2026,Religious Education,83,A,9,Very good performance. Focus on the few weak areas.
ADM-1056,Dorcas Nassor,Grade 1 B,Term 1,2026,Creative Activities,74,B+,16,Very good performance. Focus on the few weak areas.
ADM-1056,Dorcas Nassor,Grade 1 B,Term 1,2026,Physical & Health Education,79,A-,10,Excellent work. Keep it up!
ADM-1057,Wesley Bakari,Grade 1 B,Term 1,2026,English,79,A-,7,Below average. Extra tuition recommended.
ADM-1057,Wesley Bakari,Grade 1 B,Term 1,2026,Kiswahili,81,A,9,Shows understanding of key concepts.
ADM-1057,Wesley Bakari,Grade 1 B,Term 1,2026,Mathematics,92,A,3,Satisfactory. Needs consistent practice.
ADM-1057,Wesley Bakari,Grade 1 B,Term 1,2026,Environmental Activities,74,B+,9,Steady progress. Do more revision.
ADM-1057,Wesley Bakari,Grade 1 B,Term 1,2026,Religious Education,88,A,3,Very good performance. Focus on the few weak areas.
ADM-1057,Wesley Bakari,Grade 1 B,Term 1,2026,Creative Activities,77,A-,12,Excellent work. Keep it up!
ADM-1057,Wesley Bakari,Grade 1 B,Term 1,2026,Physical & Health Education,81,A,7,Performs well under guidance. Keep practising.
ADM-1058,Winfred Odera,Grade 1 B,Term 1,2026,English,61,B-,24,Excellent work. Keep it up!
ADM-1058,Winfred Odera,Grade 1 B,Term 1,2026,Kiswahili,87,A,5,Excellent work. Keep it up!
ADM-1058,Winfred Odera,Grade 1 B,Term 1,2026,Mathematics,67,B,19,Average. Put more effort into homework.
ADM-1058,Winfred Odera,Grade 1 B,Term 1,2026,Environmental Activities,68,B,13,Steady progress. Do more revision.
ADM-1058,Winfred Odera,Grade 1 B,Term 1,2026,Religious Education,75,A-,12,Good effort. Can improve with more practice.
ADM-1058,Winfred Odera,Grade 1 B,Term 1,2026,Creative Activities,62,B-,25,Good effort. Can improve with more practice.
