FirstName,LastName,Admission No,Class,Stream,Gender,Date of Birth,Admission Date,Status,Guardian Name,Relationship,Guardian Phone,Alternative Phone,Guardian Email,Home Address,Emergency Contact,Emergency Phone
Beth,Wambui,ADM-1512,Grade 8,B,Female,2012-06-21,2019-06-16,Active,Samuel Wambui,Father,0701 169 873,0782 997 197,samuel.wambui@icloud.com,"Thika Road, Nakuru",John Wafula,0772 207 518
William,Chepkirui,ADM-1513,Grade 8,B,Male,2012-01-01,2022-10-16,Active,Nicholas Chepkirui,Father,0772 464 922,,,"Milimani, Nakuru",Simon Adan,0762 312 787
Patrick,Kilonzo,ADM-1514,Grade 8,B,Male,2012-07-11,2019-08-25,Active,Veronica Kilonzo,Mother,0722 865 349,,veronica.kilonzo@protonmail.com,"Pioneer, Makueni",Godfrey Mutua,0712 910 829
Sophia,Kimutai,ADM-1515,Grade 8,B,Female,2013-12-12,2019-11-12,Active,Simon Kimutai,Father,0792 571 381,,,"Nyawita, Kisumu",Mercy Kamau,0712 592 666
Frank,Wamalwa,ADM-1516,Grade 8,B,Male,2013-09-27,2019-06-16,Active,Gideon Wamalwa,Father,0740 498 926,0762 661 247,gideon.wamalwa@outlook.com,"Baraka, Bungoma",Beth Kimani,0792 542 823
Sarah,Hassan,ADM-1517,Grade 9,A,Female,2011-09-04,2018-08-22,Active,Emmanuel Hassan,Uncle,0740 699 413,,emmanuel.hassan@outlook.com,"Lanet, Garissa",Stephen Abdalla,0740 167 962
Peninah,Khaemba,ADM-1518,Grade 9,A,Female,2012-09-04,2021-04-13,Active,Hannah Khaemba,Aunt,0792 330 645,,hannah.khaemba@yahoo.com,"Baraka, Nakuru",Luke Musalia,0722 791 421
Gideon,Chepkirui,ADM-1519,Grade 9,A,Male,2012-02-02,2022-11-09,Active,Amos Chepkirui,Father,0711 139 122,0701 379 637,,"Migosi, Arusha",Stephen Ali,0792 842 232
Kiplangat,Mwangi,ADM-1520,Grade 9,A,Male,2012-06-24,2021-07-14,Active,Kennedy Mwangi,Father,0792 503 830,0782 124 892,kennedy.mwangi@icloud.com,"Nyawita, Nakuru",William Chemtai,0712 977 935
Cynthia,Kitonga,ADM-1521,Grade 9,A,Female,2012-01-22,2018-12-21,Active,Brian Kitonga,Father,0740 836 370,,brian.kitonga@yahoo.com,"Lanet, Machakos",Charles Mbithi,0751 802 743
Edwin,Nassor,ADM-1522,Grade 9,A,Male,2012-12-10,2021-10-09,Active,Beatrice Nassor,Grandmother,0772 874 656,,beatrice.nassor@outlook.com,"Embakasi, Uasin Gishu",Faith Ambani,0792 191 516
Dorcas,Mwanzia,ADM-1523,Grade 9,A,Female,2012-07-25,2018-04-04,Active,Luke Mwanzia,Father,0762 831 440,,luke.mwanzia@icloud.com,"Thika Road, Nakuru",Martha Khisa,0772 173 134
Vincent,Otieno,ADM-1524,Grade 9,A,Male,2011-08-03,2018-07-24,Active,Kennedy Otieno,Father,0782 376 721,0782 171 854,kennedy.otieno@icloud.com,"Migosi, Garissa",Caleb Mutuku,0762 745 257
Brian,Muthoka,ADM-1525,Grade 9,A,Male,2011-07-02,2018-01-08,Active,Faith Muthoka,Guardian,0782 554 418,,faith.muthoka@protonmail.com,"Kondele, Makueni",William Chebet,0751 251 882
Yvonne,Kiprop,ADM-1526,Grade 9,A,Female,2011-01-13,2018-07-14,Active,Godfrey Kiprop,Father,0762 301 949,0712 875 171,,"Huruma, Nakuru",Ian Njenga,0782 462 252
Peter,Ali,ADM-1527,Grade 9,A,Male,2012-09-08,2018-12-26,Active,Emmanuel Ali,Father,0722 735 987,,emmanuel.ali@protonmail.com,"Sakina, Bungoma",Dennis Ruto,0740 147 966
Simon,Obiero,ADM-1528,Grade 9,A,Male,2011-03-12,2018-01-20,Active,Victor Obiero,Father,0722 226 497,0722 759 214,,"Huruma, Nairobi",Tabitha Kathambi,0772 472 144
Beatrice,Gatwiri,ADM-1529,Grade 9,A,Female,2012-02-10,2021-01-25,Active,Lawrence Gatwiri,Father,0712 546 928,0722 390 763,lawrence.gatwiri@icloud.com,"Langas, Uasin Gishu",David Odhiambo,0711 163 839
Ibrahim,Ali,ADM-1530,Grade 9,A,Male,2011-10-20,2018-09-18,Active,Hillary Ali,Father,0701 282 611,0733 601 334,hillary.ali@icloud.com,"South C, Makueni",Magdalene Masinde,0782 729 118
Winnie,Gatwiri,ADM-1531,Grade 9,A,Female,2011-10-26,2018-02-13,Active,Winfred Gatwiri,Mother,0722 103 651,0740 351 201,,"Manyatta, Makueni",Harrison Anyango,0733 356 363
Gladys,Kamau,ADM-1532,Grade 9,A,Female,2011-12-16,2018-01-22,Active,Amos Kamau,Father,0782 602 901,0712 121 826,amos.kamau@gmail.com,"Annex, Machakos",Stephen Namukuru,0772 789 479
Kevin,Mbithe,ADM-1533,Grade 9,A,Male,2012-10-21,2020-09-02,Active,Kipchoge Mbithe,Father,0762 479 852,0701 240 267,,"Huruma, Mombasa",Brenda Mbithe,0751 164 291
Lilian,Mburu,ADM-1534,Grade 9,A,Female,2011-06-28,2018-07-04,Active,Samuel Mburu,Father,0722 892 800,0762 337 442,samuel.mburu@yahoo.com,"Embakasi, Nakuru",Hillary Baariu,0722 523 192
Hillary,Owino,ADM-1535,Grade 9,A,Male,2012-05-26,2018-04-15,Active,Faith Owino,Guardian,0722 174 641,0762 768 713,faith.owino@yahoo.com,"Kayole, Makueni",Eunice Korir,0751 204 257
Caleb,Hassan,ADM-1536,Grade 9,A,Male,2012-04-15,2019-12-20,Active,Charity Hassan,Guardian,0712 653 559,,,"Langas, Mombasa",Karen Natepo,0782 144 437
Trevor,Maina,ADM-1537,Grade 9,A,Male,2012-09-10,2018-07-10,Active,Donald Maina,Father,0762 457 168,0740 866 437,donald.maina@outlook.com,"Baraka, Kilifi",Sarah Omar,0740 558 405
Grace,Waweru,ADM-1538,Grade 9,A,Female,2012-01-16,2018-07-23,Active,Martin Waweru,Uncle,0712 287 253,0740 747 611,,"Elgon View, Kakamega",Winfred Metto,0733 865 634
Simon,Mwirigi,ADM-1539,Grade 9,B,Male,2011-07-13,2018-12-09,Active,Patrick Mwirigi,Father,0722 481 239,0782 210 859,patrick.mwirigi@outlook.com,"Lanet, Nakuru",Dorcas Kimani,0762 940 569
Emmanuel,Abdalla,ADM-1540,Grade 9,B,Male,2012-08-11,2018-07-22,Active,Donald Abdalla,Father,0772 944 366,0740 435 421,,"Baraka, Mombasa",Purity Namukuru,0701 291 686
Sarah,Kithinji,ADM-1541,Grade 9,B,Female,2012-04-15,2018-04-24,Active,Emmanuel Kithinji,Father,0740 674 463,0762 913 557,emmanuel.kithinji@gmail.com,"Sekei, Makueni",Daniel Okoth,0733 571 157
Patrick,Sironka,ADM-1542,Grade 9,B,Male,2011-11-16,2018-06-05,Active,Godfrey Sironka,Father,0782 469 707,,godfrey.sironka@gmail.com,"Milimani Estate, Kiambu",Alice Mwakisha,0701 416 723
Susan,Mutoro,ADM-1543,Grade 9,B,Female,2011-09-04,2022-01-03,Active,Emmanuel Mutoro,Father,0701 607 492,0701 473 365,,"Donholm, Arusha",Edwin Oduor,0792 326 104
Joseph,Maina,ADM-1544,Grade 9,B,Male,2012-11-20,2022-12-13,Active,Ian Maina,Father,0792 288 307,0722 469 111,,"Kahawa Wendani, Garissa",Faith Musyoka,0762 619 815
Brenda,Kariuki,ADM-1545,Grade 9,B,Female,2012-05-03,2018-10-24,Active,Maureen Kariuki,Grandmother,0701 829 526,,maureen.kariuki@outlook.com,"Langas, Kiambu",Eric Yusuf,0740 722 163
Nathaniel,Njeri,ADM-1546,Grade 9,B,Male,2011-02-11,2018-07-08,Active,Charles Njeri,Father,0740 971 460,0792 749 493,charles.njeri@icloud.com,"Kimandolu, Makueni",Kennedy Otieno,0701 487 928
Benjamin,Langat,ADM-1547,Grade 9,B,Male,2011-06-04,2022-04-28,Active,Ian Langat,Father,0722 827 176,,ian.langat@protonmail.com,"Milimani, Nakuru",Abigail Simiyu,0722 750 568
Tabitha,Mutua,ADM-1548,Grade 9,B,Female,2012-08-19,2020-02-28,Active,Kipchoge Mutua,Father,0762 791 189,,kipchoge.mutua@yahoo.com,"Kiamunyi, Nakuru",Peter Choge,0711 807 235
Moses,Syombua,ADM-1549,Grade 9,B,Male,2012-02-24,2021-04-20,Active,Priscilla Syombua,Grandmother,0712 758 248,0751 693 431,priscilla.syombua@yahoo.com,"Nyalenda, Kisumu",Emily Natepo,0740 966 735
Godfrey,Wambua,ADM-1550,Grade 9,B,Male,2012-02-09,2021-07-22,Active,Kipchoge Wambua,Father,0712 481 363,0740 943 855,,"Kiamunyi, Nakuru",Patrick Njeru,0701 733 738
Charity,Kimeu,ADM-1551,Grade 9,B,Female,2012-10-25,2018-02-28,Active,Trevor Kimeu,Father,0740 953 156,,,"Nyawita, Arusha",Doreen Makokha,0733 602 337
Gloria,Chemtai,ADM-1552,Grade 9,B,Female,2011-04-02,2019-04-15,Active,Dennis Chemtai,Grandfather,0712 385 650,0782 362 107,dennis.chemtai@protonmail.com,"Donholm, Nakuru",Nicholas Mwende,0733 379 181
Godfrey,Makhoha,ADM-1553,Grade 9,B,Male,2011-06-28,2018-12-18,Active,Brian Makhoha,Uncle,0751 356 914,,brian.makhoha@icloud.com,"Thika Road, Uasin Gishu",Florence Obiero,0762 149 801
Lawrence,Wafula,ADM-1554,Grade 9,B,Male,2012-10-11,2018-04-21,Active,Felix Wafula,Father,0762 712 620,0701 266 944,felix.wafula@icloud.com,"Pioneer, Kiambu",Brian Mbithe,0751 738 202
Benjamin,Juma,ADM-1555,Grade 9,B,Male,2012-05-27,2018-03-13,Active,Alex Juma,Father,0740 827 554,,alex.juma@yahoo.com,"Njiro, Bungoma",Luke Nandwa,0740 199 600
Veronica,Mugo,ADM-1556,Grade 9,B,Female,2012-01-14,2018-11-28,Active,Harrison Mugo,Father,0733 797 979,0722 375 493,,"Lanet, Kisumu",Tabitha Wanjala,0792 904 709
Harrison,Odera,ADM-1557,Grade 9,B,Male,2011-01-16,2018-11-15,Active,Alice Odera,Guardian,0751 851 145,0792 250 892,,"Bahati, Bungoma",Luke Achieng,0711 753 443
Peter,Igweta,ADM-1558,Grade 9,B,Male,2012-09-12,2018-03-19,Active,Thomas Igweta,Grandfather,0733 726 419,0762 923 396,thomas.igweta@gmail.com,"Langas, Kiambu",Beatrice Nthiga,0722 365 138
Monica,Anyango,ADM-1559,Grade 9,B,Female,2012-07-04,2018-08-26,Active,Gideon Anyango,Father,0701 837 890,0782 454 456,,"Milimani Estate, Makueni",Grace Njuguna,0722 892 112
Daniel,Kamau,ADM-1560,Grade 9,B,Male,2011-04-17,2018-10-21,Active,Harrison Kamau,Uncle,0701 753 856,0772 365 579,harrison.kamau@outlook.com,"Section 58, Kakamega",Judith Kathambi,0711 744 912
